"OH"	"147"	"415"	"Yes"	"Yes"	"24.0"	"219.9"	"118.0"	"37.38"	"208.5"	"116.0"	"17.72"	"352.5"	"780.9"	"111.0"	"345.0"	"15.86"	"8.1"	"4.0"	"2.19"	"3.0"	"False"	"OH"	"32"	"415"	"No"	"Yes"	"31.0"	"232.8"	"97.0"	"39.58"	"183.5"	"111.0"	"15.6"	"206.8"	"111.0"	"9.31"	"13.0"	"2.0"	"3.51"	"0.0"	"False"
"IL"	"71"	"415"	"No"	"No"	"0.0"	"207.0"	"112.0"	"35.19"	"173.8"	"96.0"	"14.77"	"178.4"	"559.2"	"61.0"	"269.0"	"8.03"	"12.1"	"3.0"	"3.27"	"1.0"	"False"	"IL"	"117"	"415"	"No"	"No"	"0.0"	"201.9"	"86.0"	"34.32"	"212.3"	"96.0"	"18.05"	"176.9"	"98.0"	"7.96"	"7.8"	"10.0"	"2.11"	"1.0"	"False"
"UT"	"243"	"510"	"No"	"No"	"0.0"	"95.5"	"92.0"	"16.24"	"163.7"	"63.0"	"13.91"	"264.2"	"523.4"	"118.0"	"273.0"	"11.89"	"6.6"	"6.0"	"1.78"	"2.0"	"False"	"UT"	"138"	"510"	"No"	"No"	"0.0"	"205.9"	"96.0"	"35.0"	"257.1"	"94.0"	"21.85"	"209.0"	"63.0"	"9.4"	"12.1"	"8.0"	"3.27"	"0.0"	"False"
"NH"	"88"	"415"	"No"	"No"	"0.0"	"202.2"	"86.0"	"34.37"	"216.8"	"93.0"	"18.43"	"239.4"	"658.4"	"99.0"	"278.0"	"10.77"	"11.8"	"2.0"	"3.19"	"2.0"	"False"	"NH"	"90"	"415"	"No"	"No"	"0.0"	"76.1"	"121.0"	"12.94"	"290.3"	"73.0"	"24.68"	"236.9"	"89.0"	"10.66"	"10.8"	"3.0"	"2.92"	"0.0"	"False"
"OR"	"98"	"415"	"No"	"Yes"	"38.0"	"213.7"	"61.0"	"36.33"	"253.0"	"104.0"	"21.51"	"207.7"	"674.4"	"73.0"	"238.0"	"9.35"	"10.7"	"5.0"	"2.89"	"2.0"	"False"	"OR"	"94"	"415"	"No"	"No"	"0.0"	"234.4"	"103.0"	"39.85"	"279.3"	"109.0"	"23.74"	"234.2"	"121.0"	"10.54"	"2.0"	"2.0"	"0.54"	"1.0"	"True"
"KS"	"103"	"408"	"Yes"	"No"	"0.0"	"62.8"	"124.0"	"10.68"	"170.4"	"66.0"	"14.48"	"280.2"	"513.4"	"78.0"	"268.0"	"12.61"	"9.4"	"4.0"	"2.54"	"3.0"	"False"	"KS"	"121"	"408"	"No"	"No"	"0.0"	"150.7"	"105.0"	"25.62"	"197.3"	"133.0"	"16.77"	"169.0"	"116.0"	"7.61"	"9.2"	"15.0"	"2.48"	"1.0"	"False"
"NH"	"19"	"408"	"No"	"No"	"0.0"	"186.1"	"98.0"	"31.64"	"254.3"	"57.0"	"21.62"	"214.0"	"654.4"	"127.0"	"282.0"	"9.63"	"14.6"	"7.0"	"3.94"	"2.0"	"False"	"NH"	"84"	"408"	"No"	"Yes"	"30.0"	"106.5"	"65.0"	"18.11"	"225.7"	"108.0"	"19.18"	"188.6"	"61.0"	"8.49"	"5.7"	"3.0"	"1.54"	"2.0"	"False"
"LA"	"82"	"415"	"No"	"No"	"0.0"	"197.7"	"101.0"	"33.61"	"127.6"	"83.0"	"10.85"	"142.1"	"467.4"	"103.0"	"287.0"	"6.39"	"13.5"	"3.0"	"3.65"	"1.0"	"False"	"LA"	"155"	"415"	"No"	"No"	"0.0"	"203.4"	"100.0"	"34.58"	"190.9"	"104.0"	"16.23"	"196.0"	"119.0"	"8.82"	"8.9"	"4.0"	"2.4"	"0.0"	"True"
"OK"	"134"	"415"	"No"	"No"	"0.0"	"164.9"	"115.0"	"28.03"	"126.5"	"96.0"	"10.75"	"238.5"	"529.9"	"125.0"	"336.0"	"10.73"	"10.0"	"9.0"	"2.7"	"2.0"	"False"	"OK"	"123"	"415"	"No"	"Yes"	"27.0"	"198.7"	"127.0"	"33.78"	"249.0"	"105.0"	"21.17"	"173.2"	"124.0"	"7.79"	"12.5"	"5.0"	"3.38"	"1.0"	"False"
"NE"	"132"	"510"	"No"	"No"	"0.0"	"99.5"	"110.0"	"16.92"	"129.1"	"80.0"	"10.97"	"125.1"	"353.7"	"124.0"	"314.0"	"5.63"	"9.7"	"3.0"	"2.62"	"0.0"	"False"	"NE"	"21"	"510"	"No"	"No"	"0.0"	"225.0"	"110.0"	"38.25"	"244.2"	"111.0"	"20.76"	"221.2"	"93.0"	"9.95"	"10.7"	"4.0"	"2.89"	"0.0"	"False"
