proba_False	proba_True
0.9465346438407279	0.053465356159272066
0.9572046949661912	0.04279530503380877
0.963874584002925	0.036125415997074944
0.8909594530543918	0.10904054694560823
0.5186904045599328	0.4813095954400673
0.19584551182900586	0.8041544881709939
0.885843919774631	0.11415608022536913
0.9558195376155241	0.04418046238447586
0.9103028319807659	0.08969716801923411
0.2632387902299629	0.736761209770037
0.9233522612260948	0.07664773877390518
0.9554313697655549	0.04456863023444517
0.13994062967350682	0.8600593703264933
0.8722003295821543	0.1277996704178459
0.9155397585477851	0.08446024145221497
0.9328479964832441	0.06715200351675586
0.968454260352701	0.03154573964729911
0.5322151035635163	0.4677848964364837
0.9401616868364043	0.059838313163595655
0.9661900131821933	0.03380998681780671
0.971407267132205	0.028592732867795005
0.961465882975579	0.03853411702442109
0.9207039356853046	0.07929606431469532
0.801407267132205	0.19859273286779502
1.0	0.0
0.9425299698912704	0.057470030108729454
0.9572299302426726	0.04277006975732739
0.923175173409019	0.07682482659098086
0.9840613388185239	0.015938661181476164
0.9713116074809355	0.028688392519064472
0.9883201934676064	0.011679806532393826
0.8156131671545837	0.18438683284541657
0.9142488171321717	0.08575118286782836
0.911407267132205	0.08859273286779501
0.9707392292421639	0.029260770757835966
0.9492471613003578	0.05075283869964225
0.9854869298716065	0.014513070128393504
0.9871355562069941	0.01286444379300575
0.9249942008127128	0.07500579918728739
0.7417719285866922	0.25822807141330795
0.05453367013449479	0.9454663298655054
0.9593399292779539	0.04066007072204617
0.9780961871336467	0.02190381286635326
1.0	0.0
0.9489259119558595	0.05107408804414026
0.9520111585944616	0.0479888414055384
0.965148023728467	0.034851976271533004
0.9093972387362937	0.09060276126370632
0.9018104151364937	0.09818958486350624
0.9604166103555363	0.03958338964446382
0.9914072671322051	0.008592732867795006
0.9822172266119163	0.01778277338808364
0.973544742746858	0.026455257253142114
0.99	0.01
0.5635556988948498	0.4364443011051502
0.993172974553245	0.006827025446754932
0.9655256485413913	0.03447435145860859
0.96	0.04
0.9124293414553621	0.08757065854463786
0.9780400603560649	0.021959939643935084
0.1641542790457035	0.8358457209542965
0.12488484721619576	0.8751151527838041
0.9553127489190054	0.044687251080994604
0.960712939441047	0.03928706055895309
0.8907768774154927	0.10922312258450738
0.969073629418072	0.030926370581928042
0.9891947424033066	0.010805257596693327
0.988537549155381	0.011462450844619148
0.9834553238691056	0.016544676130894297
0.9669482067011858	0.033051793298814254
0.9773810100319273	0.022618989968072482
0.9771415090812535	0.022858490918746522
0.9291472319026834	0.07085276809731642
0.9968021031655669	0.0031978968344331515
0.9500324935601452	0.04996750643985478
0.9799919021306035	0.020008097869396595
0.9631722316957049	0.03682776830429512
0.98281453426441	0.017185465735590013
0.99	0.01
0.990231380634641	0.009768619365358945
0.9968294525244451	0.003170547475554936
0.9534346441220033	0.04656535587799671
0.931407267132205	0.068592732867795
0.9452071316452342	0.05479286835476599
0.9974879876104119	0.0025120123895880954
0.9304598721017356	0.06954012789826435
0.9469179798326638	0.05308202016733632
0.9438457295383099	0.05615427046169012
0.9895491728626076	0.010450827137392576
0.8594901511343567	0.14050984886564333
0.5034035072075065	0.4965964927924935
0.8423534655386616	0.1576465344613384
0.9678694254577276	0.03213057454227249
0.9806750026561813	0.019324997343818526
0.942716303346866	0.05728369665313405
0.9602898859804064	0.0397101140195934
0.9858306826998491	0.014169317300151005
0.3073884208837843	0.6926115791162156
0.09094480125642818	0.9090551987435721
0.9709917498985832	0.029008250101416954
0.9913171728666899	0.008682827133310068
0.9872423708895995	0.012757629110400563
0.9094439440983949	0.09055605590160512
0.2011210674986878	0.7988789325013123
0.9683488883140069	0.031651111685993126
0.9504837463318005	0.04951625366819927
0.9918234623163262	0.008176537683673763
0.13100166430457583	0.8689983356954243
0.9832171000307626	0.016782899969237285
0.9514202635688304	0.04857973643116961
0.9784798323144398	0.0215201676855602
0.9562747795090307	0.04372522049096927
0.9931770120846598	0.006822987915340255
0.9670299289734242	0.032970071026575794
0.9388434454569632	0.06115655454303687
1.0	0.0
0.9314228991846781	0.06857710081532196
0.9760500013434914	0.023949998656508664
0.965096043681574	0.03490395631842583
0.9824522194328124	0.017547780567187657
0.9863230266656536	0.013676973334346275
0.9248279137990433	0.07517208620095679
0.8747394448856274	0.1252605551143726
0.9747018085564223	0.02529819144357777
0.8535506942090333	0.14644930579096674
0.978098182008697	0.021901817991302978
0.279097301417006	0.7209026985829936
0.9433692771150666	0.05663072288493333
0.9620847449264188	0.03791525507358124
0.884063479829573	0.11593652017042691
0.9231809829154524	0.07681901708454766
0.9450140039760736	0.05498599602392628
0.992251756833171	0.0077482431668290065
0.9989749180186618	0.0010250819813382441
0.9966276477146042	0.0033723522853957638
0.06121920524937328	0.9387807947506266
0.9524436392972286	0.04755636070277133
0.23699009329726878	0.7630099067027313
0.9295861177719736	0.07041388222802641
0.9759379569931356	0.024062043006864434
0.97322420782495	0.026775792175049874
0.7117581273887512	0.28824187261124873
0.9754420389323528	0.024557961067647172
0.9283730353710304	0.07162696462896964
0.8894245402663284	0.11057545973367153
0.9488469684505191	0.05115303154948091
0.930705597710939	0.06929440228906109
0.07387458400292507	0.926125415997075
0.9906020976853195	0.009397902314680535
0.8720485536602203	0.12795144633977965
0.9606289389758471	0.03937106102415288
0.8073245861758451	0.19267541382415485
0.9696223963455861	0.03037760365441384
0.9577003870335911	0.04229961296640895
0.101104664241685	0.898895335758315
0.974532678608435	0.025467321391565153
0.9642703195460167	0.03572968045398331
0.99	0.01
0.943874584002925	0.056125415997074934
0.8328907410798986	0.16710925892010164
0.9781830695113558	0.021816930488644182
0.97281453426441	0.02718546573559001
0.1363088105839682	0.8636911894160317
0.9364083904317024	0.06359160956829771
0.9906326598060854	0.009367340193914685
0.8577787239140702	0.1422212760859298
0.12275352958585253	0.8772464704141476
0.7197025782977553	0.28029742170224464
0.9592237740894854	0.04077622591051451
0.8976655166529592	0.1023344833470408
0.8965695935083712	0.10343040649162892
0.9892825448903559	0.010717455109644138
0.9365095197999144	0.06349048020008552
0.25562906852882	0.7443709314711799
0.20863853574505128	0.7913614642549487
0.9598944706492276	0.04010552935077251
0.97355589531794	0.026444104682059943
0.9692484954043477	0.03075150459565227
0.9384413757436129	0.06155862425638719
0.948240062456181	0.05175993754381894
0.8432023584127956	0.15679764158720447
0.978916911641899	0.02108308835810105
0.9724754200014485	0.02752457999855156
0.9569193445452241	0.043080655454775886
0.9722711000613206	0.02772889993867936
0.988878253260704	0.011121746739296043
0.9023408260817917	0.09765917391820825
0.9619249213618188	0.03807507863818118
0.8984775405779473	0.10152245942205258
0.9785997396210039	0.021400260378996096
0.9988281628304871	0.0011718371695128634
0.6219041340146013	0.37809586598539885
0.9873800828557819	0.012619917144218135
0.960190864620316	0.039809135379684044
0.6265948659805464	0.37340513401945363
0.9399655011510386	0.06003449884896139
0.06872196962309886	0.9312780303769013
0.11012276021906497	0.8898772397809351
0.9600536124367542	0.0399463875632456
0.981407267132205	0.018592732867795007
0.7984425599834476	0.20155744001655237
0.8975993610065064	0.1024006389934937
0.11195635854417228	0.8880436414558277
0.9518918571370486	0.04810814286295147
0.9310192480507056	0.06898075194929436
0.9829213460531063	0.017078653946893594
0.7426111215550698	0.2573888784449302
0.9670737092857138	0.03292629071428625
0.9640047595022229	0.03599524049777711
0.8932598304257959	0.10674016957420408
0.9965337067753782	0.003466293224621757
0.24470828484195312	0.7552917151580467
0.9295440296425294	0.07045597035747071
0.8926279899418975	0.10737201005810253
0.9864163931928139	0.01358360680718605
0.9632861574835465	0.036713842516453384
0.5309800641995978	0.4690199358004022
0.9244378999721867	0.07556210002781316
0.9747059118777501	0.02529408812224979
0.6628619826393458	0.3371380173606542
0.48122335706119285	0.5187766429388071
0.37435862267644365	0.6256413773235563
0.8675742650328603	0.13242573496713994
0.9319372638280201	0.06806273617197996
0.9178331400107436	0.08216685998925648
0.2800757096905711	0.7199242903094288
0.9626584787365112	0.03734152126348867
1.0	0.0
0.9406638750764758	0.05933612492352411
0.9839815989017018	0.01601840109829832
0.9553655856672801	0.04463441433271976
0.9855863521665621	0.01441364783343787
0.9593820657121434	0.04061793428785663
0.4888754589638494	0.5111245410361507
0.989967533011434	0.010032466988565955
0.9799951822812702	0.0200048177187297
0.9152547755686744	0.08474522443132551
0.19719294914362567	0.8028070508563743
0.9677209477188587	0.03227905228114137
0.13	0.87
0.9510669865335112	0.04893301346648889
0.9829908206391997	0.017009179360800167
0.722955802331409	0.2770441976685911
0.9918197940061905	0.008180205993809584
0.9552635303242757	0.04473646967572435
0.9833416210389623	0.016658378961037695
0.9637506621366098	0.03624933786339031
0.9084775405779473	0.09152245942205259
0.9739463167267663	0.026053683273233555
0.8523496814803551	0.14765031851964516
0.5955044438804165	0.4044955561195836
0.9487301233585264	0.051269876641473505
0.9888410673773343	0.011158932622665728
0.990199395303743	0.00980060469625697
0.9895621054324661	0.010437894567533879
0.9947515023488606	0.00524849765113939
0.99246731687072	0.007532683129279935
0.9891455792177551	0.010854420782244991
0.969790674217041	0.030209325782959016
0.9874254809279431	0.012574519072056875
0.9502875455798474	0.049712454420152576
0.99	0.01
