"CT"	"146"	"408.0"	"No"	"Yes"	"23.0"	"149.6"	"96.0"	"25.43"	"239.8"	"124.0"	"20.38"	"293.5"	"682.9"	"135.0"	"355"	"13.21"	"7.4"	"4.0"	"2.0"	"2.0"	"False"	"CT"	"80"	"408.0"	"No"	"No"	"0.0"	"118.1"	"90.0"	"20.08"	"144.3"	"77.0"	"12.27"	"225.1"	"86.0"	"10.13"	"8.2"	"6.0"	"2.21"	"1.0"	"False"
"MN"	"40"	"510.0"	"No"	"No"	"0.0"	"81.7"	"123.0"	"13.89"	"210.2"	"108.0"	"17.87"	"212.0"	"503.9"	"64.0"	"295"	"9.54"	"11.3"	"3.0"	"3.05"	"6.0"	"True"	"MN"	"74"	"510.0"	"No"	"Yes"	"33.0"	"193.7"	"91.0"	"32.93"	"246.1"	"96.0"	"20.92"	"138.0"	"92.0"	"6.21"	"14.6"	"3.0"	"3.94"	"2.0"	"False"
"TX"	"38"	"510.0"	"No"	"No"	"0.0"	"149.0"	"92.0"	"25.33"	"49.2"	"78.0"	"4.18"	"163.3"	"361.5"	"93.0"	"263"	"7.35"	"13.9"	"11.0"	"3.75"	"0.0"	"False"	"TX"	"119"	"510.0"	"No"	"No"	"0.0"	"81.9"	"75.0"	"13.92"	"253.8"	"114.0"	"21.57"	"213.1"	"125.0"	"9.59"	"8.9"	"1.0"	"2.4"	"2.0"	"True"
"OR"	"129"	"408.0"	"No"	"No"	"0.0"	"98.0"	"99.0"	"16.66"	"240.7"	"62.0"	"20.46"	"254.8"	"593.5"	"123.0"	"284"	"11.47"	"10.5"	"4.0"	"2.84"	"0.0"	"False"	"OR"	"66"	"408.0"	"No"	"No"	"0.0"	"87.6"	"76.0"	"14.89"	"262.0"	"111.0"	"22.27"	"184.6"	"125.0"	"8.31"	"9.2"	"5.0"	"2.48"	"1.0"	"False"
"UT"	"134"	"415.0"	"No"	"No"	"0.0"	"258.8"	"85.0"	"44.0"	"129.5"	"114.0"	"11.01"	"193.6"	"581.9"	"106.0"	"305"	"8.71"	"10.9"	"7.0"	"2.94"	"2.0"	"False"	"UT"	"74"	"415.0"	"No"	"No"	"0.0"	"106.4"	"84.0"	"18.09"	"140.2"	"104.0"	"11.92"	"90.9"	"81.0"	"4.09"	"11.4"	"3.0"	"3.08"	"1.0"	"False"
"WY"	"95"	"415.0"	"No"	"Yes"	"39.0"	"260.8"	"130.0"	"44.34"	"213.4"	"111.0"	"18.14"	"195.6"	"669.8000000000001"	"97.0"	"338"	"8.8"	"10.1"	"5.0"	"2.73"	"1.0"	"False"	"WY"	"146"	"415.0"	"No"	"Yes"	"11.0"	"180.7"	"82.0"	"30.72"	"173.7"	"90.0"	"14.76"	"231.5"	"89.0"	"10.42"	"10.1"	"4.0"	"2.73"	"2.0"	"False"
"CT"	"99"	"415.0"	"No"	"No"	"0.0"	"146.7"	"64.0"	"24.94"	"274.0"	"99.0"	"23.29"	"321.3"	"742.0"	"98.0"	"261"	"14.46"	"8.9"	"1.0"	"2.4"	"3.0"	"False"	"CT"	"199"	"415.0"	"No"	"Yes"	"34.0"	"230.6"	"121.0"	"39.2"	"219.4"	"99.0"	"18.65"	"299.3"	"94.0"	"13.47"	"8.0"	"2.0"	"2.16"	"0.0"	"False"
"LA"	"115"	"415.0"	"No"	"Yes"	"26.0"	"170.5"	"107.0"	"28.99"	"217.2"	"77.0"	"18.46"	"225.7"	"613.4"	"71.0"	"255"	"10.16"	"13.6"	"5.0"	"3.67"	"6.0"	"False"	"LA"	"43"	"415.0"	"No"	"No"	"0.0"	"241.9"	"101.0"	"41.12"	"129.4"	"121.0"	"11.0"	"264.8"	"104.0"	"11.92"	"5.9"	"3.0"	"1.59"	"1.0"	"False"
"DC"	"45"	"415.0"	"No"	"No"	"0.0"	"96.1"	"103.0"	"16.34"	"246.8"	"134.0"	"20.98"	"229.7"	"572.5999999999999"	"92.0"	"329"	"10.34"	"9.7"	"4.0"	"2.62"	"1.0"	"False"	"DC"	"112"	"415.0"	"No"	"Yes"	"16.0"	"221.6"	"110.0"	"37.67"	"130.2"	"123.0"	"11.07"	"200.0"	"108.0"	"9.0"	"11.3"	"3.0"	"3.05"	"1.0"	"False"
"MD"	"165"	"415.0"	"No"	"Yes"	"39.0"	"167.4"	"113.0"	"28.46"	"172.7"	"94.0"	"14.68"	"192.6"	"532.7"	"113.0"	"320"	"8.67"	"9.5"	"4.0"	"2.57"	"3.0"	"False"	"MD"	"130"	"415.0"	"No"	"Yes"	"45.0"	"174.5"	"120.0"	"29.67"	"217.5"	"95.0"	"18.49"	"220.3"	"67.0"	"9.91"	"12.2"	"2.0"	"3.29"	"1.0"	"False"
