"FL"	"120"	"415"	"No"	"No"	"0.0"	"184.5"	"103.0"	"31.37"	"209.0"	"86.0"	"17.77"	"169.7"	"563.2"	"70.0"	"259.0"	"7.64"	"10.2"	"6.0"	"2.75"	"2.0"	"False"	"FL"	"144"	"415"	"No"	"Yes"	"51.0"	"283.9"	"98.0"	"48.26"	"192.0"	"109.0"	"16.32"	"196.3"	"85.0"	"8.83"	"10.0"	"4.0"	"2.7"	"1.0"	"False"
"AR"	"89"	"415"	"No"	"Yes"	"25.0"	"215.1"	"140.0"	"36.57"	"197.4"	"69.0"	"16.78"	"162.1"	"574.6"	"117.0"	"326.0"	"7.29"	"10.6"	"10.0"	"2.86"	"1.0"	"False"	"AR"	"54"	"415"	"No"	"Yes"	"39.0"	"206.9"	"143.0"	"35.17"	"127.8"	"72.0"	"10.86"	"199.2"	"120.0"	"8.96"	"9.2"	"1.0"	"2.48"	"3.0"	"False"
"OR"	"129"	"408"	"No"	"No"	"0.0"	"98.0"	"99.0"	"16.66"	"240.7"	"62.0"	"20.46"	"254.8"	"593.5"	"123.0"	"284.0"	"11.47"	"10.5"	"4.0"	"2.84"	"0.0"	"False"	"OR"	"66"	"408"	"No"	"No"	"0.0"	"87.6"	"76.0"	"14.89"	"262.0"	"111.0"	"22.27"	"184.6"	"125.0"	"8.31"	"9.2"	"5.0"	"2.48"	"1.0"	"False"
"ND"	"90"	"415"	"No"	"Yes"	"22.0"	"124.5"	"94.0"	"21.17"	"231.7"	"90.0"	"19.69"	"222.2"	"578.4"	"108.0"	"292.0"	"10.0"	"6.4"	"12.0"	"1.73"	"1.0"	"False"	"ND"	"88"	"415"	"No"	"No"	"0.0"	"161.5"	"92.0"	"27.46"	"173.5"	"108.0"	"14.75"	"206.2"	"95.0"	"9.28"	"7.9"	"4.0"	"2.13"	"2.0"	"False"
"NM"	"54"	"415"	"No"	"Yes"	"24.0"	"92.3"	"88.0"	"15.69"	"193.1"	"98.0"	"16.41"	"99.3"	"384.7"	"119.0"	"305.0"	"4.47"	"11.6"	"3.0"	"3.13"	"2.0"	"False"	"NM"	"119"	"415"	"Yes"	"Yes"	"15.0"	"160.0"	"95.0"	"27.2"	"209.5"	"110.0"	"17.81"	"82.3"	"107.0"	"3.7"	"8.7"	"5.0"	"2.35"	"5.0"	"True"
"MO"	"83"	"415"	"No"	"Yes"	"30.0"	"272.5"	"105.0"	"46.33"	"253.0"	"83.0"	"21.51"	"180.8"	"706.3"	"123.0"	"311.0"	"8.14"	"8.7"	"6.0"	"2.35"	"3.0"	"False"	"MO"	"120"	"415"	"No"	"Yes"	"24.0"	"212.7"	"73.0"	"36.16"	"257.5"	"103.0"	"21.89"	"227.8"	"119.0"	"10.25"	"9.7"	"13.0"	"2.62"	"2.0"	"False"
"ID"	"47"	"415"	"No"	"Yes"	"28.0"	"172.9"	"109.0"	"29.39"	"137.6"	"94.0"	"11.7"	"203.8"	"514.3"	"109.0"	"312.0"	"9.17"	"8.3"	"6.0"	"2.24"	"1.0"	"False"	"ID"	"166"	"415"	"No"	"No"	"0.0"	"220.7"	"106.0"	"37.52"	"177.8"	"118.0"	"15.11"	"206.1"	"102.0"	"9.27"	"12.4"	"9.0"	"3.35"	"1.0"	"False"
"TX"	"110"	"415"	"No"	"Yes"	"38.0"	"236.3"	"102.0"	"40.17"	"195.9"	"112.0"	"16.65"	"183.5"	"615.7"	"82.0"	"296.0"	"8.26"	"9.7"	"6.0"	"2.62"	"1.0"	"False"	"TX"	"57"	"415"	"No"	"No"	"0.0"	"161.0"	"113.0"	"27.37"	"208.0"	"134.0"	"17.68"	"208.1"	"81.0"	"9.36"	"8.4"	"4.0"	"2.27"	"3.0"	"False"
"WV"	"62"	"408"	"No"	"No"	"0.0"	"128.7"	"111.0"	"21.88"	"169.5"	"104.0"	"14.41"	"193.6"	"491.79999999999995"	"97.0"	"312.0"	"8.71"	"10.3"	"5.0"	"2.78"	"1.0"	"False"	"WV"	"32"	"408"	"No"	"Yes"	"26.0"	"266.7"	"109.0"	"45.34"	"232.3"	"107.0"	"19.75"	"212.8"	"98.0"	"9.58"	"16.3"	"4.0"	"4.4"	"1.0"	"False"
"RI"	"89"	"415"	"No"	"Yes"	"24.0"	"97.8"	"98.0"	"16.63"	"207.2"	"67.0"	"17.61"	"214.5"	"519.5"	"126.0"	"291.0"	"9.65"	"5.9"	"2.0"	"1.59"	"0.0"	"False"	"RI"	"150"	"415"	"No"	"Yes"	"29.0"	"209.9"	"77.0"	"35.68"	"158.0"	"52.0"	"13.43"	"141.9"	"113.0"	"6.39"	"6.6"	"1.0"	"1.78"	"0.0"	"False"
